user_id,time,latitude,longitude,coordinates,count,plastic,slippers,plastic wrapper,plastic spoon,plastic bag,thermocol,plastic plate,plastic bottle,plastic cup,static plastic,moving plastic,plastic_area,YoloV8-score,YoloNAS-score,FasterRCNN-score,DETR-score,Ensemble-score,city,state,region,weather,temperature
cc7d259626dc468a829aa35ad01de35b,2023-08-25,24.977166204787103,73.56836484654872,"[[432, 842, 494, 918], [1805, 576, 1817, 599], [31, 840, 77, 878], [38, 586, 109, 601], [552, 1012, 630, 1103], [41, 834, 71, 878], [1556, 479, 1622, 539], [1003, 178, 1033, 241], [1677, 404, 1770, 461], [193, 32, 265, 57], [549, 474, 572, 550], [416, 238, 511, 264], [1460, 59, 1536, 129], [1897, 345, 1993, 408], [656, 163, 711, 199], [1560, 889, 1598, 941], [1376, 835, 1476, 884], [1171, 519, 1196, 547], [445, 513, 493, 583], [276, 53, 304, 141], [637, 670, 716, 769], [1195, 427, 1276, 438], [1744, 771, 1825, 815]]",23,2,0,4,2,4,4,0,7,0,20,3,72412,91.93,88.39,80.76,90.34,98.02,Rajsamand,Rajasthan,north-west,clouds,23.9
f9a7f3c7f19d4930861a6fb1deafc1cc,2023-05-03,23.57956139078132,77.94682267892912,"[[1528, 414, 1612, 509], [992, 593, 1071, 621], [1486, 255, 1559, 330], [535, 718, 546, 732], [756, 821, 766, 835], [258, 142, 356, 186], [751, 863, 798, 895], [1735, 371, 1775, 399], [140, 1059, 196, 1120], [1482, 881, 1574, 915], [1332, 612, 1418, 686], [525, 718, 587, 788], [727, 640, 760, 674], [1566, 769, 1663, 780], [1310, 907, 1403, 950], [1703, 632, 1794, 729], [365, 669, 380, 679], [623, 70, 634, 153], [204, 949, 234, 1043], [1268, 161, 1287, 236], [316, 686, 385, 778], [1093, 380, 1166, 391], [1839, 459, 1881, 529], [1816, 1058, 1875, 1072], [1686, 814, 1772, 887], [241, 354, 292, 413], [1616, 872, 1710, 894], [1660, 331, 1735, 355], [1689, 668, 1760, 702], [1231, 589, 1276, 680], [424, 1, 495, 15], [1437, 369, 1493, 462], [562, 261, 579, 276]]",33,1,4,8,4,8,6,0,1,1,22,11,97506,96.1,76.32,90.45,96.28,97.63,Vidisha,Madhya Pradesh,north-west,clouds,28.0
98109914706c4f8ca70d8c21a809a043,2023-04-29,23.316615541527845,77.28726141612577,"[[1366, 846, 1411, 908], [1279, 401, 1334, 426], [452, 57, 545, 142], [292, 290, 331, 307], [248, 66, 299, 154], [1107, 254, 1205, 306], [52, 259, 63, 321], [1099, 88, 1114, 160], [1620, 1018, 1633, 1033], [1117, 67, 1139, 92], [1730, 267, 1817, 309], [14, 1065, 44, 1097], [1856, 141, 1949, 204], [517, 467, 578, 559], [597, 1070, 677, 1086]]",15,1,0,4,0,2,7,0,1,0,0,15,42189,87.28,89.93,75.18,74.37,90.9,Bhopal,Madhya Pradesh,north-west,clouds,25.8
cb92de8d9a744bc18dbab7027939c8b1,2023-07-23,15.658949718792723,79.39533168889102,"[[1765, 404, 1845, 504], [811, 760, 853, 794], [1042, 916, 1106, 957], [943, 424, 1032, 514], [904, 638, 917, 652], [1119, 106, 1129, 133], [744, 625, 820, 670], [168, 609, 199, 660], [758, 969, 798, 998], [1183, 526, 1219, 617], [1763, 886, 1845, 939], [1854, 825, 1878, 893], [889, 269, 969, 346], [1220, 195, 1268, 259], [1543, 769, 1606, 799], [1915, 197, 1978, 290], [1431, 757, 1453, 793], [1536, 414, 1559, 497], [117, 339, 172, 372], [320, 1010, 332, 1087], [1882, 95, 1928, 186], [390, 394, 484, 410], [901, 306, 918, 370], [1668, 379, 1767, 417]]",24,6,0,0,8,1,0,2,1,6,22,2,68890,74.89,80.82,99.3,96.52,95.08,Prakasam,Andhra Pradesh,south-east,clouds,31.8
77aa0cc4a6004047958565783bb85bae,2023-08-16,25.325029397511845,93.12586759684031,"[[1301, 936, 1380, 994], [555, 11, 642, 107], [1364, 875, 1425, 891], [446, 125, 512, 224], [629, 737, 729, 834], [1529, 207, 1587, 303], [965, 1072, 1006, 1133], [799, 95, 816, 191], [1725, 533, 1812, 620], [496, 133, 533, 220], [1093, 301, 1183, 336], [1053, 625, 1125, 719], [276, 116, 376, 179], [1907, 301, 1946, 393], [1800, 278, 1816, 371], [460, 609, 504, 631], [102, 317, 174, 331], [1781, 689, 1827, 755], [275, 640, 298, 726], [1842, 1042, 1925, 1142], [1251, 1041, 1325, 1130], [1066, 655, 1105, 718], [587, 652, 659, 683], [121, 585, 187, 614], [1641, 476, 1670, 566], [889, 947, 955, 1037], [1759, 668, 1854, 718], [1181, 110, 1276, 123], [1387, 816, 1425, 861], [1123, 12, 1173, 92], [995, 253, 1018, 277], [1287, 809, 1301, 874], [1282, 681, 1301, 723], [1612, 804, 1626, 878], [1366, 396, 1434, 419], [224, 611, 249, 655], [510, 6, 528, 76], [1241, 238, 1262, 300], [1639, 296, 1688, 351], [511, 991, 588, 1008], [1472, 238, 1561, 327]]",41,7,3,5,7,5,1,0,8,5,35,6,141098,78.13,94.25,96.47,77.32,92.1,Dima Hasao,Assam,north-east,clouds,24.2
b4ea32e9bc23421ea5433a9b5e854eb6,2023-07-06,25.988762777782494,85.59459259728906,"[[1299, 730, 1355, 749], [288, 684, 320, 711], [1865, 914, 1877, 966], [200, 1063, 213, 1094], [43, 47, 137, 102], [222, 893, 243, 906], [535, 49, 635, 95], [1761, 509, 1813, 560], [1828, 869, 1908, 933], [1534, 361, 1619, 377]]",10,1,0,0,2,1,0,0,0,6,4,6,22130,98.17,75.96,74.89,83.9,89.05,Muzaffarpur,Bihar,north-east,clouds,31.9
919b227c4f144c328e569341feddf200,2023-04-09,25.469859908969685,87.71652043780257,"[[182, 136, 241, 151], [88, 163, 186, 211], [351, 528, 389, 584], [173, 999, 184, 1098], [1409, 1009, 1463, 1081], [732, 316, 756, 332], [1277, 74, 1306, 152], [755, 400, 796, 446], [653, 405, 685, 453], [487, 841, 562, 908], [1459, 23, 1557, 38], [136, 769, 151, 807], [1559, 548, 1570, 607], [1199, 16, 1258, 26], [1248, 984, 1316, 1041], [427, 72, 522, 142], [625, 791, 635, 849], [1181, 47, 1227, 93], [27, 355, 70, 448], [699, 692, 752, 788], [1740, 934, 1814, 972], [1601, 688, 1686, 726], [1732, 957, 1808, 983], [902, 402, 951, 453], [1684, 1032, 1731, 1045], [1126, 1031, 1208, 1114], [333, 313, 423, 352], [882, 214, 960, 296], [322, 831, 418, 876], [587, 173, 643, 224], [474, 688, 546, 786], [181, 547, 222, 562], [1005, 820, 1099, 835], [604, 613, 667, 642], [340, 147, 390, 166], [1291, 83, 1360, 149], [167, 461, 246, 543], [1008, 242, 1023, 315], [1637, 364, 1706, 400], [1584, 730, 1635, 794], [864, 174, 893, 268], [862, 1018, 962, 1118], [51, 1001, 85, 1019]]",43,7,4,3,3,7,4,0,7,8,8,35,127462,94.54,82.58,78.49,83.9,93.92,Katihar,Bihar,north-east,clouds,31.1
86a9b7c5fc8f4b3a9be6948e1109a0a4,2023-03-19,24.591647383142412,71.43196884700647,"[[12, 310, 93, 394], [1557, 108, 1577, 160], [736, 231, 763, 327], [692, 430, 788, 482], [1531, 437, 1578, 501], [1835, 642, 1850, 741], [1076, 398, 1114, 457], [550, 53, 567, 126], [1834, 506, 1900, 569], [456, 556, 554, 570], [1143, 407, 1210, 474], [1239, 944, 1335, 971], [224, 213, 309, 272], [1505, 1034, 1601, 1093], [119, 481, 205, 536], [377, 633, 390, 693], [394, 744, 470, 839], [473, 19, 522, 98], [504, 658, 560, 756], [879, 73, 953, 171], [256, 205, 335, 216], [961, 927, 985, 1009], [48, 287, 148, 303], [1411, 834, 1493, 895], [1086, 732, 1127, 778], [423, 509, 508, 577], [1624, 274, 1694, 331], [1912, 524, 2009, 564], [164, 469, 249, 567], [1062, 345, 1152, 417]]",30,8,5,2,0,8,0,0,0,7,3,27,115820,94.47,90.76,80.84,78.52,95.0,Banaskantha,Gujarat,north-west,clear,30.9
6f9e44239ef5438e9e42ba4f276031ea,2023-05-02,24.1399341797806,82.48884823335621,"[[258, 384, 323, 478], [326, 353, 388, 394], [1447, 645, 1494, 741], [950, 639, 973, 736], [1552, 187, 1625, 231], [1148, 1047, 1192, 1098], [410, 781, 422, 829], [491, 888, 552, 932], [1610, 423, 1665, 494]]",9,0,0,0,0,0,4,5,0,0,1,8,28016,76.95,84.83,80.51,79.01,91.52,Singrauli,Madhya Pradesh,north-east,clouds,27.8
093c8bc2c74246479f013775c3cfdb63,2023-04-09,24.912944064541456,82.29684886697672,"[[162, 512, 178, 591], [1541, 486, 1551, 514], [1603, 795, 1646, 859], [391, 736, 421, 817]]",4,0,0,0,0,0,2,2,0,0,1,3,6726,91.06,83.96,85.92,76.33,92.52,Mirzapur,Uttar Pradesh,north-east,clouds,30.9
ff0fdb7dc5ec42fe87c429ccdb389a20,2023-03-01,17.270672905769935,79.05240349717353,"[[1375, 567, 1444, 640], [1001, 627, 1041, 684], [167, 527, 177, 596], [1059, 990, 1117, 1045], [341, 714, 364, 753], [1774, 755, 1798, 768], [330, 593, 370, 633], [1692, 118, 1781, 157], [636, 156, 666, 240], [158, 1001, 174, 1087], [1843, 73, 1924, 97], [26, 72, 97, 120], [1780, 606, 1876, 642], [1747, 405, 1805, 458], [1600, 7, 1677, 49], [695, 815, 786, 915], [239, 588, 335, 620], [107, 396, 117, 470], [1797, 504, 1817, 587], [1173, 78, 1260, 145], [1427, 1035, 1483, 1104], [1916, 389, 1926, 457], [757, 831, 843, 867], [333, 94, 368, 193], [1736, 484, 1773, 561], [1100, 474, 1151, 535], [1285, 274, 1355, 287], [1653, 661, 1716, 711], [1685, 972, 1715, 1009], [642, 625, 731, 635], [314, 60, 407, 146], [260, 477, 350, 533]]",32,6,3,3,1,6,0,4,1,8,16,16,93053,87.66,85.23,74.48,91.55,93.35,Nalgonda,Telangana,south-east,clouds,27.1
e25014efc40240cf9489162ed079d44a,2023-08-09,27.171118275653726,69.68339488428354,"[[1477, 372, 1524, 455], [127, 1018, 213, 1115], [456, 662, 487, 736], [42, 757, 69, 786], [1325, 677, 1424, 759], [1465, 25, 1544, 88], [1163, 40, 1196, 119], [1190, 19, 1200, 93], [505, 743, 546, 789], [1560, 118, 1632, 200], [787, 903, 859, 922], [1828, 179, 1908, 232], [639, 357, 679, 424], [789, 614, 811, 711], [1693, 167, 1716, 214], [910, 597, 923, 649], [725, 1072, 785, 1108], [1581, 614, 1599, 673], [1126, 726, 1178, 815], [70, 186, 97, 259], [429, 651, 524, 685], [1088, 351, 1164, 442], [1506, 980, 1520, 1010], [1910, 164, 1929, 197], [465, 930, 482, 942], [571, 417, 605, 503], [578, 390, 669, 430], [1733, 22, 1795, 43], [1343, 543, 1360, 605], [1507, 64, 1575, 84], [1709, 13, 1741, 92], [452, 189, 532, 289], [1424, 340, 1474, 397]]",33,8,0,8,6,1,0,0,3,7,25,8,96607,71.48,73.7,74.56,86.97,84.78,Jaisalmer,Rajasthan,north-west,clear,35.1
8b76199b985448a28d0ee1ecd8d68af4,2023-04-10,27.757155299162047,95.82532245819594,"[[68, 750, 160, 825], [1831, 787, 1870, 868], [896, 1035, 977, 1120], [1779, 1052, 1829, 1063], [286, 835, 331, 892], [1841, 955, 1882, 1052], [1223, 361, 1319, 430], [52, 943, 111, 1038], [1533, 189, 1565, 236], [340, 438, 403, 517], [1258, 57, 1296, 122], [357, 1034, 410, 1072], [18, 227, 109, 249], [982, 265, 997, 308], [152, 576, 177, 647]]",15,7,0,0,0,0,0,2,6,0,0,15,51652,74.47,95.08,94.26,88.11,98.25,Lohit,Arunachal Pradesh,north-east,clear,25.7
e819e1cbbb23474896074e394b0437a2,2023-07-29,20.05160028508476,73.76665810290841,"[[1463, 56, 1477, 99], [1594, 627, 1684, 727], [367, 941, 449, 1035], [753, 621, 825, 663], [1215, 263, 1262, 352], [1040, 605, 1081, 652], [1068, 988, 1158, 1060], [541, 800, 623, 818], [666, 681, 712, 737]]",9,1,1,1,0,6,0,0,0,0,8,1,36976,87.54,89.48,94.99,91.97,99.78634588684942,Nashik,Maharashtra,south-west,clouds,23.1
ba669ce3eb0b4b91b5e6aad2ea91f70c,2023-08-26,26.058517585180454,94.16347589764572,"[[630, 763, 714, 791], [1355, 1016, 1434, 1043], [1743, 34, 1759, 96], [1753, 940, 1850, 970], [1798, 97, 1833, 141], [820, 295, 891, 340], [1354, 772, 1431, 808], [1506, 242, 1562, 307], [1175, 354, 1219, 416], [104, 810, 166, 870], [675, 382, 735, 448], [1717, 517, 1810, 567], [125, 435, 193, 476], [439, 931, 458, 988], [905, 735, 991, 820], [1697, 707, 1713, 720], [280, 705, 365, 755], [1193, 426, 1259, 504], [560, 718, 645, 774], [1326, 750, 1384, 800], [465, 987, 507, 999], [1750, 1032, 1806, 1114], [1444, 623, 1526, 716], [1060, 671, 1071, 730], [123, 1, 197, 85], [283, 337, 381, 356], [242, 281, 290, 336], [99, 13, 163, 51], [1450, 970, 1468, 1050], [1265, 233, 1309, 273], [358, 920, 390, 939], [336, 1072, 421, 1134], [1006, 91, 1083, 171], [429, 253, 469, 331], [1385, 904, 1413, 932], [1896, 174, 1968, 249], [1360, 871, 1429, 964], [856, 877, 888, 927]]",38,0,6,7,4,0,4,8,3,6,8,30,122119,86.63,92.55,90.21,78.33,94.35,Wokha,Nagaland,north-east,clouds,23.9
101dcd2018894d62996a5a3e8ae40784,2023-03-12,23.113681960291462,92.58530446100256,"[[451, 463, 528, 558], [1370, 12, 1426, 111], [780, 83, 832, 135], [88, 1014, 103, 1059], [1585, 404, 1644, 424], [245, 235, 288, 253], [1447, 806, 1543, 822], [980, 1063, 1016, 1086], [38, 148, 68, 233], [1298, 692, 1310, 767], [255, 740, 272, 752], [277, 608, 319, 639], [874, 1073, 900, 1148], [1112, 978, 1126, 1013], [1672, 846, 1753, 881], [591, 284, 661, 366], [201, 490, 264, 539], [244, 960, 338, 980], [1452, 342, 1495, 422], [1135, 135, 1205, 222], [1562, 866, 1652, 955], [746, 747, 809, 801], [766, 152, 856, 184], [200, 535, 291, 604], [123, 665, 198, 686], [209, 84, 305, 178], [1848, 458, 1906, 495]]",27,5,5,2,1,3,1,2,4,4,25,2,84340,96.83,76.81,76.85,96.75,96.67,Lunglei,Mizoram,north-east,clouds,24.5
fcdbdc1a1cdd4ee4b983012194746daa,2023-03-20,34.248003067616644,74.82543871022189,"[[1205, 505, 1234, 579], [1068, 928, 1127, 975], [1245, 497, 1284, 532], [1820, 14, 1859, 65], [73, 54, 156, 108], [103, 664, 185, 734], [1672, 1028, 1738, 1047], [247, 644, 291, 683], [1638, 611, 1716, 652], [1461, 29, 1561, 127]]",10,0,3,1,1,1,4,0,0,0,4,6,34463,75.32,97.85,88.77,95.18,98.52,Ganderbal,Jammu and Kashmir,north-west,clear,16.4
36f6bfdd6e22497c9b7b6c4f23267076,2023-06-29,18.863413663291333,78.17923425195798,"[[148, 761, 173, 773], [270, 993, 314, 1010], [692, 447, 734, 533], [264, 996, 290, 1048], [1437, 895, 1469, 972], [218, 930, 296, 945], [1219, 808, 1297, 887], [959, 33, 1015, 68], [504, 489, 522, 559], [124, 1080, 137, 1146], [61, 266, 98, 286], [1894, 482, 1964, 516], [994, 859, 1012, 894], [889, 903, 945, 959], [246, 618, 281, 649], [190, 229, 202, 309], [771, 896, 830, 973], [1659, 269, 1695, 295], [359, 190, 397, 263], [406, 401, 490, 464], [684, 423, 756, 456], [584, 811, 637, 827], [454, 193, 539, 228], [767, 425, 829, 458]]",24,3,4,5,4,5,0,3,0,0,24,0,50607,74.23,72.49,82.05,72.93,82.89,Nizamabad,Telangana,south-west,clouds,25.8
a79adca92c4c48a3a85dae423e1c7ee2,2023-06-29,31.261747309180095,77.26299183461312,"[[944, 706, 1013, 770], [38, 207, 122, 295], [781, 840, 861, 895]]",3,0,0,0,0,0,0,0,1,2,2,1,16208,74.81,90.1,88.43,84.81,93.41,Shimla,Himachal Pradesh,north-west,clear,23.2
8458f6e3420646bf829c0366919599d0,2023-07-25,22.86612399516603,76.58696861786844,"[[1121, 115, 1160, 195], [250, 344, 274, 389], [535, 918, 612, 942], [1192, 840, 1262, 889], [1022, 415, 1038, 485], [1018, 732, 1093, 807], [740, 429, 800, 525], [1825, 1072, 1885, 1110], [1731, 501, 1787, 556], [625, 797, 692, 835], [1031, 824, 1059, 866], [29, 630, 84, 711], [635, 1005, 725, 1053], [611, 352, 663, 445], [1664, 420, 1689, 484], [1827, 566, 1899, 652], [1234, 339, 1278, 424], [113, 404, 148, 427], [497, 352, 550, 396]]",19,0,5,2,5,4,0,1,0,2,9,10,59345,81.4,85.19,74.87,88.7,90.73,Sehore,Madhya Pradesh,north-west,clouds,24.9
63838db729be4c149e60d928cce5ee58,2023-08-01,22.84860797896821,87.77173534181317,"[[652, 257, 670, 353], [241, 8, 266, 34], [1383, 1033, 1463, 1128], [1316, 861, 1393, 941], [1529, 125, 1602, 196], [731, 1077, 742, 1132], [194, 582, 268, 642], [813, 516, 862, 529], [334, 1076, 344, 1139], [1171, 1053, 1252, 1075], [1189, 169, 1204, 265], [1889, 621, 1958, 689]]",12,5,4,0,0,0,2,1,0,0,0,12,35547,83.32,71.03,93.25,87.43,91.73,Hooghly,West Bengal,north-east,rain,30.2
1d8315f8e8ae4d75bf0c896a3a1cc61c,2023-07-10,21.709383411595965,86.67213944571952,"[[458, 655, 534, 681], [1247, 868, 1332, 896], [1878, 27, 1969, 95], [113, 762, 176, 844], [990, 138, 1034, 203], [167, 235, 229, 309], [1365, 771, 1402, 820], [1133, 143, 1183, 224], [1018, 244, 1030, 268], [1303, 838, 1369, 898], [694, 722, 773, 784], [1815, 489, 1861, 581], [3, 292, 27, 319], [1835, 709, 1884, 770]]",14,0,5,0,0,0,5,1,3,0,13,1,46036,72.54,73.15,90.9,77.1,85.95,Mayurbhanj,Odisha,south-east,rain,30.3
e8307196739d44c59a94c92fe565af93,2023-05-09,15.869652858636066,74.03479486158935,"[[1499, 166, 1578, 227], [1684, 614, 1744, 700], [442, 386, 505, 451], [442, 1031, 486, 1059], [379, 247, 472, 276], [594, 291, 687, 373], [687, 148, 758, 159], [469, 1006, 522, 1048], [98, 747, 162, 844]]",9,0,5,0,0,0,0,4,0,0,6,3,34844,91.9,73.34,95.68,95.38,99.15039226043771,Sindhudurg,Maharashtra,south-west,clouds,20.8
c4899da5aede4d04a3d5cf372b854661,2023-08-26,30.710505595139544,76.20968317673245,"[[25, 33, 124, 83]]",1,1,0,0,0,0,0,0,0,0,0,1,4950,74.54,92.26,81.1,81.75,93.0,Khanna,Punjab,north-west,clear,27.3
81c15390e09c4eb8b0b073fbc354b109,2023-03-24,24.069697955563715,75.02469674264782,"[[851, 437, 899, 456], [916, 915, 971, 1002], [1730, 37, 1812, 89], [1515, 333, 1576, 402], [1566, 381, 1620, 474], [305, 960, 391, 973], [1771, 116, 1805, 135], [945, 970, 1016, 1065], [1785, 289, 1868, 344], [1176, 577, 1211, 659], [639, 758, 713, 783], [1185, 629, 1280, 718], [1094, 484, 1162, 509]]",13,0,0,0,0,0,4,5,0,4,6,7,47141,83.84,89.09,70.37,86.77,89.62,Mandsaur,Madhya Pradesh,north-west,clouds,27.2
fdafebe642cc4ed0b18df1c8fee193c1,2023-07-10,15.81209496331848,76.79070330505196,"[[1459, 9, 1475, 31], [315, 112, 334, 154], [293, 783, 378, 844], [979, 698, 1067, 775], [952, 696, 970, 726], [1731, 353, 1766, 363], [757, 330, 774, 418], [1381, 813, 1416, 836], [806, 116, 850, 189], [676, 491, 706, 588], [133, 622, 203, 639], [681, 360, 715, 405], [906, 449, 958, 481], [394, 990, 464, 1008], [984, 228, 1059, 247], [79, 550, 106, 617], [793, 789, 870, 842], [1602, 1039, 1701, 1073], [664, 192, 709, 284], [1722, 505, 1794, 527], [473, 108, 562, 141], [1139, 532, 1235, 583], [1567, 728, 1659, 823], [1665, 232, 1734, 264], [1303, 186, 1325, 251], [491, 216, 583, 231], [26, 368, 117, 384], [2, 278, 81, 378], [532, 49, 582, 74], [1480, 367, 1553, 443], [445, 1078, 534, 1153]]",31,5,3,3,4,5,1,5,3,2,10,21,88893,93.91,72.29,71.97,85.17,88.06,Raichur,Karnataka,south-west,clouds,31.1
89635fc6d4e447fd98e333266eb2c54c,2023-05-16,24.153570224924714,74.67573437188115,"[[275, 1041, 290, 1110], [1621, 514, 1671, 564], [1511, 107, 1575, 160], [463, 203, 548, 269], [1567, 880, 1594, 890]]",5,2,0,0,0,3,0,0,0,0,2,3,12807,76.83,90.89,85.88,92.95,92.69,Pratapgarh,Rajasthan,north-west,clouds,26.8
590ebc7990634153ac91d404a059c744,2023-03-15,24.760201836284104,83.96214955792834,"[[932, 89, 982, 107], [1501, 198, 1535, 234], [214, 84, 265, 150], [899, 268, 917, 297], [1254, 765, 1353, 786], [395, 29, 452, 66], [1335, 399, 1365, 414], [1325, 1066, 1400, 1143], [1556, 22, 1587, 118], [1871, 107, 1941, 185], [1234, 858, 1284, 909], [618, 732, 671, 751], [904, 90, 982, 163], [978, 223, 1067, 262], [1739, 423, 1807, 501], [242, 461, 334, 558], [120, 270, 178, 293], [1686, 14, 1752, 72], [1338, 658, 1394, 701], [1477, 489, 1523, 546], [781, 5, 880, 87], [1000, 214, 1085, 276], [1836, 774, 1924, 794]]",23,1,1,4,4,0,2,4,4,3,8,15,77151,79.26,84.98,84.18,90.0,94.4,Rohtas,Bihar,north-east,clouds,27.6
23463cea0ad44b1eb7605b6bc1645f56,2023-07-25,18.590576553839064,75.9232220042538,"[[1302, 380, 1346, 404], [998, 248, 1017, 347], [456, 577, 528, 629], [1083, 619, 1151, 686], [1557, 745, 1616, 788], [1184, 712, 1220, 742], [1856, 549, 1946, 603], [183, 432, 238, 530]]",8,0,3,0,0,0,0,0,5,0,3,5,25104,77.95,71.7,73.79,90.98,84.33,Osmanabad,Maharashtra,south-west,clouds,26.8
d05ecc976e4448a4acf4da9e551a659d,2023-08-24,33.8016245833194,77.83674611430988,"[[457, 180, 479, 211], [189, 65, 236, 145], [796, 984, 889, 1007], [644, 364, 667, 439], [1396, 103, 1476, 119], [641, 921, 719, 947], [341, 131, 420, 147], [1531, 802, 1586, 876], [1516, 787, 1608, 837], [367, 401, 453, 473], [1709, 292, 1805, 338], [409, 120, 421, 178], [757, 669, 855, 733], [1141, 899, 1166, 984], [1614, 539, 1699, 615], [1106, 475, 1156, 558], [1014, 987, 1071, 1026], [919, 441, 952, 506], [22, 364, 87, 378], [195, 848, 260, 913], [386, 884, 441, 905], [900, 727, 912, 764], [1778, 743, 1830, 788], [1248, 152, 1298, 177]]",24,4,5,2,4,3,4,1,1,0,4,20,66551,96.83,80.01,91.8,94.39,99.21,Leh,Ladakh,north-west,clear,21.5
19e4ab5503b34dcabb95b4bb5fefe4d6,2023-08-21,23.731584016767613,77.7713352864753,"[[1428, 239, 1455, 316], [1352, 1039, 1445, 1102], [1864, 179, 1955, 227], [448, 815, 524, 876], [1620, 560, 1718, 620], [1783, 446, 1799, 475], [803, 210, 882, 243], [796, 503, 890, 596], [920, 416, 935, 514], [78, 79, 91, 133], [971, 1030, 1033, 1041], [1230, 292, 1263, 353], [352, 468, 414, 542], [1609, 851, 1699, 933], [1500, 414, 1536, 509], [287, 617, 319, 641], [1898, 593, 1926, 639], [1726, 460, 1743, 487], [1437, 900, 1474, 938], [323, 806, 348, 831], [980, 809, 1074, 852]]",21,3,3,1,2,1,3,2,4,2,5,16,63478,77.36,85.16,75.02,75.7,87.82,Vidisha,Madhya Pradesh,north-west,clouds,27.9
037af570c7df4604aeaa7f0856253223,2023-07-12,25.621706786685255,93.49313455435262,"[[1426, 993, 1438, 1025], [1209, 577, 1258, 670], [1900, 248, 1914, 329], [293, 762, 320, 858], [1560, 1062, 1599, 1109], [1162, 514, 1190, 606], [666, 184, 759, 244], [474, 932, 559, 995], [531, 995, 565, 1016], [1906, 505, 1946, 604], [727, 660, 739, 711], [434, 717, 492, 766], [363, 704, 437, 758], [752, 539, 832, 586], [417, 176, 500, 200], [1792, 1053, 1866, 1077], [593, 354, 678, 378], [720, 579, 769, 608], [1037, 176, 1119, 257], [1101, 872, 1183, 895], [1110, 417, 1210, 456], [963, 586, 1013, 603], [1645, 724, 1703, 824], [1686, 832, 1754, 895], [1565, 218, 1647, 278]]",25,4,4,4,3,0,3,3,3,1,20,5,75406,79.06,77.96,95.16,75.02,92.26,Peren,Nagaland,north-east,clouds,25.1
c883cb583d5c40d9bd03ea2fcfe47580,2023-08-01,15.397083922659096,74.70895646056417,"[[88, 955, 171, 1054], [371, 673, 470, 773], [1048, 1060, 1099, 1141], [612, 397, 712, 481], [1234, 572, 1312, 620], [328, 123, 348, 212], [996, 513, 1011, 586], [922, 365, 952, 436], [276, 295, 352, 321], [897, 12, 947, 102], [4, 183, 54, 233], [1023, 378, 1109, 440]]",12,0,3,3,2,3,0,0,0,1,11,1,53705,85.24,86.06,76.16,91.1,93.17,Uttara Kannada,Karnataka,south-west,clouds,25.5
eaab781f7e3d4ac2b0b470722ea56566,2023-04-10,17.445882149971588,76.70331949692992,"[[1102, 613, 1117, 671], [1305, 607, 1332, 685], [1144, 397, 1190, 462], [800, 857, 898, 913], [491, 71, 519, 150], [1378, 24, 1396, 55], [1261, 944, 1323, 1009], [836, 1071, 858, 1100], [1920, 541, 1970, 556], [340, 924, 425, 973], [1854, 245, 1944, 324], [1513, 618, 1590, 650], [876, 200, 929, 256], [607, 840, 620, 927], [22, 740, 82, 826], [1753, 956, 1843, 1031], [1715, 872, 1796, 891], [719, 78, 807, 129], [895, 321, 955, 357], [289, 530, 340, 560], [1479, 609, 1556, 632], [460, 30, 518, 102], [1880, 1072, 1916, 1122], [1300, 38, 1324, 73], [222, 731, 287, 813]]",25,4,5,2,0,5,2,3,0,4,10,15,73024,80.85,83.07,81.51,82.85,92.06,Kalaburagi,Karnataka,south-west,clouds,28.2
ce2d1e48274344189305009ad71b121f,2023-08-01,22.751655499598066,84.79647835969135,"[[1753, 1065, 1830, 1159], [397, 483, 463, 580]]",2,0,0,0,0,1,1,0,0,0,1,1,13640,72.3,83.87,70.28,78.06,83.3,Gumla,Jharkhand,north-east,clouds,27.9
99554daa807346b8a0b41ef19a4df2ae,2023-03-15,32.71807746746697,74.7807222070404,"[[942, 1070, 987, 1108], [1007, 44, 1090, 120], [483, 465, 533, 551], [1043, 201, 1078, 262], [1559, 1070, 1621, 1163], [1307, 125, 1407, 139], [817, 855, 858, 926], [292, 677, 389, 734], [564, 250, 660, 320], [907, 195, 940, 259], [505, 1052, 569, 1080], [1171, 872, 1230, 913], [1024, 478, 1111, 575], [904, 717, 963, 740], [876, 826, 910, 839], [1335, 450, 1411, 477], [587, 552, 673, 640], [342, 363, 437, 420], [1875, 707, 1917, 763], [977, 1076, 1063, 1150], [1370, 1029, 1388, 1084], [490, 311, 583, 410], [266, 382, 289, 455], [114, 341, 201, 415], [234, 364, 250, 417], [1260, 672, 1309, 716], [603, 337, 632, 404], [520, 464, 570, 537], [131, 510, 172, 549], [997, 807, 1062, 872], [509, 671, 563, 693]]",31,4,2,4,2,3,3,5,4,4,23,8,111014,81.74,84.41,71.93,81.83,87.35,Jammu,Jammu and Kashmir,north-west,clear,30.9
e0b46aacfb1844c2b7863754f8aff18a,2023-04-20,24.43268459384091,75.6686333936256,"[[853, 680, 902, 691]]",1,0,1,0,0,0,0,0,0,0,1,0,539,97.0,79.56,93.58,94.59,98.94,Mandsaur,Madhya Pradesh,north-west,clouds,28.3
